Wavelength,Species,Transition,A-coeff. (/s),E_u (K),Comments,Ref
5.55548434,H2,"v= 3,J=11->v= 3,J= 9",3.175e-07,25658.8,,MEUDON
5.556122061,H2,"v= 6,J=20->v= 6,J=18",2.995e-07,49420.0,,MEUDON
5.558064348,H2,"v= 6,J=17->v= 6,J=15",3.506e-07,45524.2,,MEUDON
5.561843946,H2,"v= 7,J=18->v= 6,J=18",3.469e-07,49417.4,,MEUDON
5.571004455,H2,"v= 4,J=12->v= 4,J=10",3.495e-07,31465.2,,MEUDON
5.61077315,H2,"v=11,J=10->v= 9,J=12",2.834e-08,50707.6,,MEUDON
5.613897764,H2,"v= 9,J= 2->v= 8,J= 4",6.348e-08,42184.6,,MEUDON
5.614936532,H2,"v= 5,J=22->v= 3,J=24",1.764e-09,49573.1,,MEUDON
5.620684039,H2,"v= 9,J=12->v= 8,J=12",1.783e-07,48143.3,,MEUDON
5.629434211,H2,"v= 1,J= 9->v= 0,J=11",2.065e-08,12817.3,,MEUDON
5.633273023,H2,"v= 2,J=10->v= 2,J= 8",2.553e-07,19434.0,,MEUDON
5.633899955,H2,"v= 4,J= 7->v= 3,J= 9",7.642e-08,25622.8,,MEUDON
5.638067744,H2,"v= 6,J=16->v= 6,J=14",3.368e-07,44222.9,,MEUDON
5.651448499,H2,"v=10,J= 8->v= 9,J= 8",8.628e-08,47595.1,,MEUDON
5.661847757,H2,"v= 2,J=27->v= 0,J=29",3.242e-11,49189.9,,MEUDON
5.673806238,He I,3Po-3D      2 - 1,2040.0,283374.3,Mult  6,CLOUDY
5.673811443,He I,3Po-3D      2 - 2,18300.0,283374.3,Mult  6,CLOUDY
5.673811813,He I,3Po-3D      2 - 3,73400.0,283374.3,Mult  6,CLOUDY
5.673814559,He I,3Po-3D      1 - 1,30600.0,283374.3,Mult  6,CLOUDY
5.673819764,He I,3Po-3D      1 - 2,55000.0,283374.3,Mult  6,CLOUDY
5.673907,[Fe II],a6D-a4F   5/2 - 7/2,0.0,3496.4,,CLOUDY
5.673916682,He I,3Po-3D      0 - 1,40800.0,283374.3,Mult  6,CLOUDY
5.686860133,H2,"v= 5,J=13->v= 5,J=11",3.362e-07,36818.5,,MEUDON
5.69810504,H2,"v=13,J= 4->v=11,J= 6",1.789e-08,51283.0,,MEUDON
5.699925504,H2,"v= 6,J=21->v= 5,J=21",4.046e-07,50681.9,,MEUDON
5.7,PAH,,,,FWHM = 0,OTHERS
5.7091191712,He I,1I-1Ko     6 - 7,4734.0,284622.8,,CLOUDY
5.7114622,H I,7-15,3516.0,157101.8,,CLOUDY
5.725206,N I,2So-2P    1/2 - 1/2,1085000.0,162304.6,,HII
5.74671,N I,2So-2P    1/2 - 3/2,1073000.0,162295.3,,HII
5.760170246,H2,"v= 6,J=15->v= 6,J=13",3.101e-07,42935.5,,MEUDON
5.771879,N I,2Po-2D    3/2 - 5/2,1149000.0,162503.6,,HII
5.776921841,H2,"v=12,J= 7->v=11,J= 5",2.884e-08,50855.8,,MEUDON
5.783151599,H2,"v=12,J= 6->v=11,J= 4",2.217e-08,50514.4,,MEUDON
5.784094135,H2,"v=11,J= 1->v=10,J= 1",3.87e-09,47390.1,,MEUDON
5.786344,N I,2Po-2D    1/2 - 3/2,949900.0,162476.6,,HII
5.79099363,H2,"v= 6,J=22->v= 6,J=20",1.964e-07,51904.6,,MEUDON
5.800527503,H2,"v=14,J= 3->v=12,J= 1",7.673e-10,51893.6,,MEUDON
5.808524119,H2,"v= 3,J= 8->v= 2,J=10",5.272e-08,21911.0,,MEUDON
5.810746183,H2,"v=14,J= 2->v=12,J= 0",1.837e-10,51829.2,,MEUDON
5.810861289,H2,"v= 1,J= 9->v= 1,J= 7",1.821e-07,12817.3,,MEUDON
5.816103428,H2,"v= 4,J=24->v= 2,J=26",6.417e-10,49877.9,,MEUDON
5.837055945,H2,"v=11,J= 2->v=10,J= 2",7.743e-09,47534.5,,MEUDON
5.849860011,H2,"v=12,J= 8->v=11,J= 6",3.262e-08,51217.5,,MEUDON
5.859164663,H2,"v=12,J= 5->v=11,J= 3",1.475e-08,50203.5,,MEUDON
5.869576937,H2,"v= 8,J=16->v= 7,J=16",2.635e-07,49560.0,,MEUDON
5.870199977,H2,"v=10,J= 9->v= 9,J= 9",9.766e-08,48212.5,,MEUDON
5.896192866,He I,1S-1Po     0 - 1,168.0,285209.2,,CLOUDY
5.896205497,H2,"v=10,J= 1->v= 9,J= 3",3.224e-08,44902.6,,MEUDON
5.8990894245,He I,1D-1Fo     2 - 3,92000.0,283375.3,,CLOUDY
5.9045302035,6     He I,3Fo-1G      3 - 4,5800.0,283375.5,,CLOUDY
5.9045312215,3     He I,3Fo-3G      3 - 3,8520.0,283375.5,Mult  2,CLOUDY
5.904534379,0     He I,3Fo-3G      3 - 4,132000.0,283375.5,Mult  2,CLOUDY
5.9054962696,61    He I,3G-3Ho     4 - 4,3700.0,283375.5,Mult  2,CLOUDY
5.9054983279,43    He I,3G-3Ho     4 - 5,143000.0,283375.5,Mult  2,CLOUDY
5.9055011253,11    He I,3G-1Ho     5 - 5,2820.0,283375.5,,CLOUDY
5.9057158525,34    He I,3Ho-3I      5 - 5,1640.0,283375.5,Mult  2,CLOUDY
5.905717299,15    He I,3Ho-3I      5 - 6,95400.0,283375.5,Mult  2,CLOUDY
5.9057189464,43    He I,3Ho-1I      6 - 6,1310.0,283375.5,,CLOUDY
5.908213,H I,6-9,70650.0,155854.9,,CLOUDY
5.910780143,H2,"v=14,J= 4->v=12,J= 2",1.349e-09,51965.8,,MEUDON
5.913519268,H2,"v= 4,J=11->v= 4,J= 9",2.555e-07,30138.7,,MEUDON
5.918628245,H2,"v=11,J= 3->v=10,J= 3",1.383e-08,47747.9,,MEUDON
5.919927596,H2,"v= 9,J=13->v= 8,J=13",1.835e-07,48986.9,,MEUDON
5.945853782,H2,"v= 8,J=17->v= 6,J=19",8.806e-09,50552.3,,MEUDON
5.948295383,He I,3D-3Fo     3 - 2,86.42,284519.0,Mult  6,CLOUDY
5.948296095,He I,3D-3Fo     3 - 4,19450.0,284519.0,Mult  6,CLOUDY
5.948296236,He I,3D-3Fo     2 - 2,3025.0,284519.0,Mult  6,CLOUDY
5.948296455,He I,3D-3Fo     3 - 3,2161.0,284519.0,Mult  6,CLOUDY
5.948297308,He I,3D-3Fo     2 - 3,17280.0,284519.0,Mult  6,CLOUDY
5.948308406,He I,3D-3Fo     1 - 2,16330.0,284519.0,Mult  6,CLOUDY
5.9543991321,He I,1I-1Ko     6 - 7,6485.0,284519.0,,CLOUDY
5.954449741,H2,"v= 7,J=19->v= 6,J=19",3.31e-07,50548.8,,MEUDON
5.955162488,H2,"v= 7,J= 5->v= 6,J= 7",7.51e-08,36588.2,,MEUDON
5.956715221,H2,"v= 9,J=15->v= 7,J=17",1.296e-08,50682.2,,MEUDON
5.9568435,H I,7-14,5156.0,156998.0,,CLOUDY
5.9885852,H I,8-50,6.151,157740.0,,CLOUDY
5.991829377,H2,"v= 8,J= 4->v= 7,J= 6",6.569e-08,39621.7,,MEUDON
5.9950796,H I,8-49,6.812,157737.4,,CLOUDY
5.996505345,H2,"v= 6,J= 6->v= 5,J= 8",7.366e-08,33393.7,,MEUDON
6.001891419,H2,"v=12,J= 4->v=11,J= 2",8.301e-09,49931.7,,MEUDON
6.0019996,H I,8-48,7.559,157734.6,,CLOUDY
6.0093836,H I,8-47,8.408,157731.7,,CLOUDY
6.01713732,H2,"v= 7,J=19->v= 5,J=21",5.185e-09,50548.8,,MEUDON
6.0172743,H I,8-46,9.374,157728.5,,CLOUDY
6.021977604,H2,"v=12,J= 9->v=11,J= 7",3.153e-08,51586.8,,MEUDON
6.0257199,H I,8-45,10.48,157725.2,,CLOUDY
6.031607874,H2,"v=11,J= 4->v=10,J= 4",2.138e-08,48026.5,,MEUDON
6.032296923,H2,"v= 2,J= 9->v= 1,J=11",3.055e-08,18106.6,,MEUDON
6.034774,H I,8-44,11.74,157721.6,,CLOUDY
6.0444974,H I,8-43,13.19,157717.7,,CLOUDY
6.0549584,H I,8-42,14.86,157713.6,,CLOUDY
6.055214644,H2,"v= 3,J=26->v= 1,J=28",1.813e-10,50333.8,,MEUDON
6.0662345,H I,8-41,16.79,157709.2,,CLOUDY
6.073176465,H2,"v=14,J= 1->v=12,J= 1",4.05e-10,51782.2,,MEUDON
6.0784139,H I,8-40,19.03,157704.5,,CLOUDY
6.083159563,H2,"v=10,J=13->v= 8,J=15",1.589e-08,50920.5,,MEUDON
6.091597,H I,8-39,21.64,157699.3,,CLOUDY
6.103107401,H2,"v= 5,J= 7->v= 4,J= 9",6.358e-08,30063.1,,MEUDON
6.1058989,H I,8-38,24.7,157693.8,,CLOUDY
6.10694,N I,4Po-4D    1/2 - 3/2,501600.0,162450.7,,HII
6.10856384,H2,"v= 0,J= 8->v= 0,J= 6",1.142e-07,5829.8,,MEUDON
6.114572163,H2,"v=12,J= 8->v=10,J=10",1.877e-08,51217.5,,MEUDON
6.1214519,H I,8-37,28.29,157687.8,,CLOUDY
6.1241,N I,4Po-4D    1/2 - 1/2,994800.0,162444.2,,HII
6.130477757,H2,"v= 9,J= 3->v= 8,J= 5",4.687e-08,42462.4,,MEUDON
6.138364021,H2,"v= 2,J= 9->v= 2,J= 7",1.609e-07,18106.6,,MEUDON
6.1384086,H I,8-36,32.52,157681.3,,CLOUDY
6.138746142,H2,"v=10,J=10->v= 9,J=10",1.064e-07,48864.5,,MEUDON
6.152782639,H2,"v= 6,J=21->v= 4,J=23",2.686e-09,50681.9,,MEUDON
6.153429413,H2,"v= 6,J=13->v= 6,J=11",2.304e-07,40437.7,,MEUDON
6.1539,N I,4Po-4D    3/2 - 5/2,823600.0,162453.0,,HII
6.1569464,H I,8-35,37.55,157674.3,,CLOUDY
6.15979,N I,4Po-4D    3/2 - 3/2,625700.0,162450.7,,HII
6.171071509,H2,"v= 6,J=22->v= 5,J=22",3.712e-07,51904.6,,MEUDON
6.1772716,H I,8-34,43.53,157666.6,,CLOUDY
6.180178338,H2,"v=11,J= 5->v=10,J= 5",2.979e-08,48365.2,,MEUDON
6.18659,N I,4Do-4F    1/2 - 3/2,1060000.0,162236.1,,HII
6.1996263,H I,8-33,50.71,157658.2,,CLOUDY
6.20579777,He I,1S-1Po     0 - 1,88100.0,280956.7,,CLOUDY
6.212787422,H2,"v=12,J= 3->v=11,J= 1",3.705e-09,49705.9,,MEUDON
6.22,PAH,,,,FWHM = 0,OTHERS
6.2242958,H I,8-32,59.36,157649.0,,CLOUDY
6.232237411,H2,"v= 7,J=18->v= 7,J=16",1.575e-07,49417.4,,MEUDON
6.24815,N I,4Do-4F    7/2 - 9/2,1470000.0,162382.0,,HII
6.2516182,H I,8-31,69.86,157638.9,,CLOUDY
6.262111013,H2,"v=14,J= 2->v=12,J= 2",1.034e-09,51829.2,,MEUDON
6.265155615,H2,"v= 7,J=16->v= 7,J=14",1.79e-07,47108.8,,MEUDON
6.26894,N I,4Do-4F    3/2 - 5/2,1087000.0,162236.7,,HII
6.268949443,H2,"v= 4,J= 8->v= 3,J=10",4.868e-08,26616.3,,MEUDON
6.27467,N I,4Do-4F    5/2 - 7/2,1244000.0,162290.5,,HII
6.2819971,H I,8-30,82.67,157627.8,,CLOUDY
6.2893330727,He I,1I-1Ko     6 - 7,9293.0,284390.3,,CLOUDY
6.29135002,H2,"v= 9,J=14->v= 8,J=14",1.818e-07,49837.4,,MEUDON
6.291916,H I,7-13,7846.0,156869.4,,CLOUDY
6.295149374,H2,"v= 8,J=17->v= 7,J=17",2.501e-07,50552.3,,MEUDON
6.304785779,H2,"v= 7,J=19->v= 7,J=17",1.328e-07,50548.8,,MEUDON
6.31201,N I,4Po-4D    5/2 - 7/2,1090000.0,162453.5,,HII
6.3159179,H I,8-29,98.43,157615.5,,CLOUDY
6.325610429,H2,"v=13,J= 5->v=11,J= 7",1.087e-08,51472.1,,MEUDON
6.331961996,H2,"v= 2,J=28->v= 0,J=30",3.139e-11,50938.6,,MEUDON
6.335323182,H2,"v=12,J=10->v=11,J= 8",2.473e-08,51946.6,,MEUDON
6.343257252,H2,"v= 5,J=23->v= 3,J=25",1.217e-09,50956.7,,MEUDON
6.348415494,H2,"v= 4,J=10->v= 4,J= 8",1.763e-07,28882.6,,MEUDON
6.3539686,H I,8-28,118.0,157601.8,,CLOUDY
6.36829,[Ar III],3P-3P      2 - 0,2.72e-06,2259.3,,CLOUDY
6.370423167,H2,"v=11,J= 6->v=10,J= 6",3.833e-08,48758.0,,MEUDON
6.391932943,H2,"v=11,J=11->v= 9,J=13",1.495e-08,51237.8,,MEUDON
6.3968679,H I,8-27,142.4,157586.6,,CLOUDY
6.401443559,H2,"v=11,J= 0->v=10,J= 2",1.038e-08,47317.2,,MEUDON
6.416297844,H2,"v=10,J= 2->v= 9,J= 4",2.464e-08,45069.6,,MEUDON
6.438347448,H2,"v= 1,J= 8->v= 1,J= 6",1.048e-07,11521.1,,MEUDON
6.44269284,He I,1G-1Ho     4 - 5,2256.0,285090.9,,CLOUDY
6.44375829,H2,"v= 6,J=12->v= 6,J=10",1.849e-07,39244.4,,MEUDON
6.4455023,H I,8-26,173.1,157569.7,,CLOUDY
6.452999186,H2,"v= 7,J=20->v= 7,J=18",1.015e-07,51647.0,,MEUDON
6.460718719,H2,"v= 7,J=20->v= 6,J=20",3.004e-07,51647.0,,MEUDON
6.463896563,H2,"v=14,J= 0->v=12,J= 2",1.002e-09,51757.5,,MEUDON
6.472031289,H2,"v=10,J=11->v= 9,J=11",1.11e-07,49540.9,,MEUDON
6.492649451,H2,"v= 3,J= 9->v= 2,J=11",3.27e-08,23069.0,,MEUDON
6.497222141,H2,"v=12,J= 2->v=11,J= 0",1.085e-09,49531.6,,MEUDON
6.4983112742,He I,1I-1Ko     6 - 7,1099.0,285071.9,,CLOUDY
6.500688315,H2,"v= 3,J= 9->v= 3,J= 7",1.377e-07,23069.0,,MEUDON
6.5009773,H I,8-25,212.3,157550.6,,CLOUDY
6.518824971,H2,"v= 7,J=14->v= 7,J=12",1.619e-07,44812.3,,MEUDON
6.561994539,He I,1I-1Ko     6 - 7,1267.0,285050.4,,CLOUDY
6.56301,N I,2Po-2P    3/2 - 3/2,831600.0,162203.1,,HII
6.5646869,H I,8-24,262.7,157529.1,,CLOUDY
6.57679974,H2,"v=14,J= 3->v=12,J= 3",1.634e-09,51893.6,,MEUDON
6.583784939,H2,"v= 4,J=25->v= 2,J=27",4.68e-10,51375.2,,MEUDON
6.597933534,H2,"v= 7,J= 6->v= 6,J= 8",4.975e-08,37220.5,,MEUDON
6.611178149,H2,"v=11,J= 7->v=10,J= 7",4.614e-08,49197.5,,MEUDON
6.616515753,H2,"v= 8,J= 5->v= 7,J= 7",4.49e-08,40115.5,,MEUDON
6.6356893654,He I,1I-1Ko     6 - 7,1473.0,285026.0,,CLOUDY
6.636,[Ni II],2D-2D    5/2 - 3/2,0.0554,2168.1,,CLOUDY
6.6384122,H I,8-23,328.4,157504.8,,CLOUDY
6.667842785,H2,"v= 6,J= 7->v= 5,J= 9",4.746e-08,34172.2,,MEUDON
6.69742,N I,2Po-2P    1/2 - 1/2,626000.0,162138.3,,HII
6.7217039935,He I,1I-1Ko     6 - 7,1727.0,284998.3,,CLOUDY
6.7244623,H I,8-22,415.0,157477.1,,CLOUDY
6.737993766,H2,"v= 7,J=13->v= 7,J=11",1.422e-07,43693.0,,MEUDON
6.74889378,H2,"v= 9,J= 4->v= 8,J= 6",3.328e-08,42827.2,,MEUDON
6.76488634,H2,"v= 9,J=15->v= 8,J=15",1.713e-07,50682.2,,MEUDON
6.769279191,He I,1Fo-1D      3 - 2,2921.0,284227.8,,CLOUDY
6.771991,H I,7-12,12500.0,156707.3,,CLOUDY
6.776571461,H2,"v= 2,J=10->v= 1,J=12",1.844e-08,19434.0,,MEUDON
6.783787395,H2,"v= 5,J=10->v= 5,J= 8",1.37e-07,33115.2,,MEUDON
6.798159787,H2,"v= 2,J= 8->v= 2,J= 6",9.338e-08,16879.9,,MEUDON
6.813372615,H2,"v= 5,J= 8->v= 4,J=10",3.989e-08,30994.3,,MEUDON
6.816842107,H2,"v= 6,J=11->v= 6,J= 9",1.405e-07,38099.6,,MEUDON
6.8230810902,He I,1I-1Ko     6 - 7,2045.0,284966.5,,CLOUDY
6.8258813,H I,8-21,530.9,157445.3,,CLOUDY
6.850686599,H2,"v= 8,J=18->v= 7,J=18",2.238e-07,51517.6,,MEUDON
6.852273711,He I,3Po-3D      2 - 1,10200.0,280935.4,Mult  6,CLOUDY
6.852294949,He I,3Po-3D      1 - 1,152000.0,280935.4,Mult  6,CLOUDY
6.852299379,He I,3Po-3D      2 - 2,91500.0,280935.3,Mult  6,CLOUDY
6.852301156,He I,3Po-3D      2 - 3,366000.0,280935.3,Mult  6,CLOUDY
6.852320616,He I,3Po-3D      1 - 2,274000.0,280935.3,Mult  6,CLOUDY
6.852555295,He I,3Po-3D      0 - 1,203000.0,280935.4,Mult  6,CLOUDY
6.859387576,H2,"v= 8,J=18->v= 6,J=20",4.822e-09,51517.6,,MEUDON
6.872522206,H2,"v= 3,J=27->v= 1,J=29",1.419e-10,51937.4,,MEUDON
6.888362269,H2,"v= 9,J=16->v= 7,J=18",6.747e-09,51506.1,,MEUDON
6.893272994,H2,"v=10,J=12->v= 9,J=12",1.102e-07,50230.5,,MEUDON
6.909508549,H2,"v= 0,J= 7->v= 0,J= 5",5.879e-08,4586.1,,MEUDON
6.915488454,H2,"v=11,J= 8->v=10,J= 8",5.226e-08,49675.6,,MEUDON
6.929526699,H2,"v=14,J= 1->v=12,J= 3",8.756e-10,51782.2,,MEUDON
6.937409896,H2,"v= 7,J=20->v= 5,J=22",2.967e-09,51647.0,,MEUDON
6.9403484,H2,"v=11,J= 1->v=10,J= 3",7.379e-09,47390.1,,MEUDON
6.9439084391,He I,1I-1Ko     6 - 7,2451.0,284929.8,,CLOUDY
6.9467586,H I,8-20,688.6,157408.6,,CLOUDY
6.985274,[Ar II],2Po-2Po   3/2 - 1/2,0.04225,2059.7,,CLOUDY
7.0,C60,T_{1u}(4),,,FWHM = 5,OTHERS
7.029299809,H2,"v= 4,J= 9->v= 3,J=11",2.973e-08,27705.6,,MEUDON
7.03205285,H2,"v= 7,J=12->v= 7,J=10",1.182e-07,42605.2,,MEUDON
7.032601261,H2,"v=12,J= 9->v=10,J=11",9.097e-09,51586.8,,MEUDON
7.0397,N I,4Do-4P    7/2 - 5/2,674300.0,162123.1,,HII
7.043583632,H2,"v=10,J= 3->v= 9,J= 5",1.847e-08,45317.0,,MEUDON
7.06676,N I,4P-4Po   3/2 - 1/2,809600.0,160094.8,,HII
7.069159774,H2,"v=10,J=14->v= 8,J=16",7.758e-09,51595.3,,MEUDON
7.07335066,H2,"v=14,J= 4->v=12,J= 4",1.771e-09,51965.8,,MEUDON
7.0898002361,He I,1I-1Ko     6 - 7,2977.0,284887.2,,CLOUDY
7.0927107,H I,8-19,907.0,157366.0,,CLOUDY
7.099343895,H2,"v= 6,J=22->v= 4,J=24",1.602e-09,51904.6,,MEUDON
7.111876321,H2,"v=12,J= 1->v=11,J= 1",1.517e-09,49413.1,,MEUDON
7.11442,N I,4Do-4P    5/2 - 3/2,514400.0,162019.9,,HII
7.126662495,H2,"v= 1,J=11->v= 0,J=13",7.396e-09,15721.5,,MEUDON
7.131031377,He I,3Po-3D      2 - 1,2800.0,282856.1,Mult  6,CLOUDY
7.131043089,He I,3Po-3D      2 - 2,25200.0,282856.1,Mult  6,CLOUDY
7.131043915,He I,3Po-3D      2 - 3,101000.0,282856.1,Mult  6,CLOUDY
7.131044521,He I,3Po-3D      1 - 1,42000.0,282856.1,Mult  6,CLOUDY
7.131056233,He I,3Po-3D      1 - 2,75600.0,282856.1,Mult  6,CLOUDY
7.131205838,He I,3Po-3D      0 - 1,56000.0,282856.1,Mult  6,CLOUDY
7.14216,N I,4P-4Po   5/2 - 5/2,658800.0,160174.2,,HII
7.159730997,H2,"v= 8,J=16->v= 8,J=14",7.392e-08,49560.0,,MEUDON
7.180171824,H2,"v=13,J= 6->v=11,J= 8",5.642e-09,51679.4,,MEUDON
7.195403898,H2,"v= 3,J= 8->v= 3,J= 6",8.065e-08,21911.0,,MEUDON
7.198117471,H2,"v= 8,J=15->v= 8,J=13",7.998e-08,48555.3,,MEUDON
7.204224124,H2,"v=12,J= 2->v=11,J= 2",4.099e-09,49531.6,,MEUDON
7.204774424,H2,"v= 8,J=17->v= 8,J=15",6.253e-08,50552.3,,MEUDON
7.268668746,He I,1I-1Ko     6 - 7,3673.0,284837.2,,CLOUDY
7.2716531,H I,8-18,1216.0,157316.1,,CLOUDY
7.280119257,H2,"v= 1,J= 7->v= 1,J= 5",5.436e-08,10341.2,,MEUDON
7.296739164,H2,"v= 6,J=10->v= 6,J= 8",1.003e-07,37011.6,,MEUDON
7.303227873,H2,"v=11,J= 9->v=10,J= 9",5.567e-08,50182.6,,MEUDON
7.3051,N I,4So-4P    3/2 - 1/2,745200.0,162394.8,,HII
7.314647753,H2,"v= 8,J=14->v= 8,J=12",8.027e-08,47550.5,,MEUDON
7.31590653,H2,"v= 3,J=10->v= 2,J=12",1.943e-08,24321.2,,MEUDON
7.348334171,H2,"v=12,J= 3->v=11,J= 3",7.636e-09,49705.9,,MEUDON
7.3492,[Ni III],3F-3F      4 - 3,0.065,1957.7,,HII
7.349873772,H2,"v= 8,J=18->v= 8,J=16",4.717e-08,51517.6,,MEUDON
7.368309829,H2,"v= 8,J= 6->v= 7,J= 8",2.919e-08,40695.4,,MEUDON
7.370669914,H2,"v= 7,J= 7->v= 6,J= 9",3.142e-08,37941.0,,MEUDON
7.371268726,He I,1D-1Po     2 - 1,84000.0,280956.7,,CLOUDY
7.373442459,H2,"v= 5,J= 9->v= 5,J= 7",8.945e-08,32014.4,,MEUDON
7.393257468,H2,"v= 9,J=16->v= 8,J=16",1.505e-07,51506.1,,MEUDON
7.41790241,H2,"v= 7,J=11->v= 7,J= 9",9.257e-08,41557.7,,MEUDON
7.42,PAH,,,,FWHM = 0,OTHERS
7.42117,N I,4P-4Do   3/2 - 5/2,515000.0,159997.6,,HII
7.4334128687,He I,3D-3Fo     3 - 2,3210.0,280938.7,Mult  6,CLOUDY
7.4334164113,He I,3D-3Fo     2 - 2,112000.0,280938.7,Mult  6,CLOUDY
7.4334269673,He I,3D-3Fo     3 - 4,722000.0,280938.7,Mult  6,CLOUDY
7.4334358339,He I,3D-3Fo     3 - 3,58700.0,280938.7,Mult  6,CLOUDY
7.4334393766,He I,3D-3Fo     2 - 3,476000.0,280938.7,Mult  6,CLOUDY
7.4334686756,He I,3D-3Fo     1 - 2,606000.0,280938.7,Mult  6,CLOUDY
7.43751214,He I,1S-1Po     0 - 1,252000.0,267913.4,,CLOUDY
7.4396907982,He I,1D-1Fo     2 - 3,535000.0,280938.7,,CLOUDY
7.440892244,H2,"v=10,J=13->v= 9,J=13",1.028e-07,50920.5,,MEUDON
7.4537597554,3     He I,3Fo-3G      3 - 4,1030000.0,280939.2,Mult  5,CLOUDY
7.4537598607,9     He I,3Fo-3G      4 - 3,1410.0,280939.2,Mult  5,CLOUDY
7.4537679586,9     He I,3Fo-3G      4 - 5,1110000.0,280939.2,Mult  5,CLOUDY
7.4537768583,8     He I,3Fo-3G      4 - 4,35900.0,280939.2,Mult  5,CLOUDY
7.4537843641,3     He I,3Fo-3G      2 - 3,1020000.0,280939.2,Mult  5,CLOUDY
7.4538073958,6     He I,1Fo-1G      3 - 4,1040000.0,280939.2,,CLOUDY
7.4561356083,7     He I,3G-3Ho     5 - 4,813.0,280939.3,Mult  4,CLOUDY
7.4561408773,6     He I,3G-3Ho     5 - 6,1650000.0,280939.3,Mult  4,CLOUDY
7.4561466823,5     He I,3G-3Ho     5 - 5,33900.0,280939.3,Mult  4,CLOUDY
7.4561496118,5     He I,3G-3Ho     3 - 4,1560000.0,280939.3,Mult  4,CLOUDY
7.4561551032,3     He I,1G-1Ho     4 - 5,1610000.0,280939.3,,CLOUDY
7.459858,H I,5-6,1025000.0,153419.7,,CLOUDY
7.4685194134,He I,3Fo-3D      3 - 2,25200.0,280935.3,Mult  6,CLOUDY
7.4685215244,He I,3Fo-3D      3 - 3,2220.0,280935.3,Mult  6,CLOUDY
7.4685306931,He I,3Fo-3D      2 - 1,40100.0,280935.4,Mult  6,CLOUDY
7.4685386952,He I,3Fo-3D      4 - 3,36800.0,280935.3,Mult  6,CLOUDY
7.4685611847,He I,3Fo-3D      2 - 2,4460.0,280935.3,Mult  6,CLOUDY
7.4685632958,He I,3Fo-3D      2 - 3,91.0,280935.3,Mult  6,CLOUDY
7.475734541,H2,"v= 6,J= 8->v= 5,J=10",2.918e-08,35039.8,,MEUDON
7.4814,N I,4So-4P    3/2 - 3/2,693800.0,162348.5,,HII
7.48405674,He I,1D-1Po     2 - 1,1531.0,284779.0,,CLOUDY
7.487194599,He I,1D-1Fo     2 - 3,7517.0,284778.2,,CLOUDY
7.4920126476,He I,1I-1Ko     6 - 7,4617.0,284778.2,,CLOUDY
7.494557138,H2,"v=11,J=12->v= 9,J=14",6.671e-09,51757.2,,MEUDON
7.49506,N I,4P-4Do   5/2 - 7/2,714100.0,160079.3,,HII
7.4950894,H I,8-17,1664.0,157257.1,,CLOUDY
7.495835467,H2,"v= 9,J= 5->v= 8,J= 7",2.24e-08,43274.3,,MEUDON
7.4974481785,2     He I,3Fo-1G      3 - 4,9080.0,282857.8,,CLOUDY
7.4974505138,5     He I,3Fo-3G      3 - 3,13300.0,282857.8,,CLOUDY
7.4989567585,33    He I,3G-3Ho     4 - 4,6550.0,282857.8,Mult  2,CLOUDY
7.4989614841,00    He I,3G-3Ho     4 - 5,253000.0,282857.8,Mult  2,CLOUDY
7.4989640886,55    He I,3G-1Ho     5 - 5,5000.0,282857.8,,CLOUDY
7.4992954884,63    He I,3Ho-3I      5 - 5,3680.0,282857.8,Mult  2,CLOUDY
7.4992988094,49    He I,3Ho-3I      5 - 6,215000.0,282857.8,Mult  2,CLOUDY
7.4993001029,03    He I,3Ho-1I      6 - 6,2950.0,282857.8,,CLOUDY
7.502493,H I,6-8,156100.0,155337.5,,CLOUDY
7.5050184084,He I,1I-1Ko     6 - 7,23480.0,284019.8,,CLOUDY
7.508105,H I,7-11,21170.0,156498.9,,CLOUDY
7.51126,N I,4P-4Do   1/2 - 1/2,591200.0,159910.5,,HII
7.511587755,H2,"v= 8,J=13->v= 8,J=11",7.521e-08,46556.5,,MEUDON
7.551828372,H2,"v=12,J= 4->v=11,J= 4",1.165e-08,49931.7,,MEUDON
7.55806,N I,4So-4P    3/2 - 5/2,672900.0,162328.9,,HII
7.565270068,He I,1S-1Po     0 - 1,112.7,285215.2,,CLOUDY
7.582428579,H2,"v=14,J= 2->v=12,J= 4",7.134e-10,51829.2,,MEUDON
7.585479551,He I,1Po-1D      1 - 2,466000.0,280936.4,,CLOUDY
7.598934851,H2,"v=11,J= 2->v=10,J= 4",6.164e-09,47534.5,,MEUDON
7.6,PAH,,,,FWHM = 0,OTHERS
7.6325699,H I,9-50,5.525,157740.0,,CLOUDY
7.640407947,H2,"v= 4,J= 8->v= 4,J= 6",6.717e-08,26616.3,,MEUDON
7.6431226,H I,9-49,6.12,157737.4,,CLOUDY
7.6543737,H I,9-48,6.794,157734.6,,CLOUDY
7.666387,H I,9-47,7.559,157731.7,,CLOUDY
7.670548035,H2,"v= 5,J= 9->v= 4,J=11",2.389e-08,32014.4,,MEUDON
7.678215957,H2,"v= 2,J=11->v= 1,J=13",1.063e-08,20853.0,,MEUDON
7.6792339,H I,9-46,8.431,157728.5,,CLOUDY
7.683911311,H2,"v= 2,J= 7->v= 2,J= 5",4.883e-08,15762.7,,MEUDON
