Wavelength,Species,Transition,A-coeff. (/s),E_u (K),Comments,Ref
25.15753276,He I,3Fo-3D      2 - 2,14.1,285090.9,Mult  6,CLOUDY
25.15753308,He I,3Fo-3D      2 - 3,0.2877,285090.9,Mult  6,CLOUDY
25.167693,H I,14-26,126.6,157569.7,,CLOUDY
25.175060384,H2,"v=10,J= 4->v=10,J= 2",1.905e-10,45641.1,,MEUDON
25.216368,OH,"v=0,J=21/2,p=+,F=F1->v=0,J=19/2,p=-,F=F1",25.5,3529.5,,OTHERS
25.257945,OH,"v=0,J=21/2,p=-,F=F1->v=0,J=19/2,p=+,F=F1",25.37,3525.4,,OTHERS
25.4725587,H I,15-34,27.51,157666.6,,CLOUDY
25.594499631,H2,"v= 3,J=27->v= 4,J=25",9.558e-11,51937.4,,MEUDON
25.763069131,H2,"v= 6,J=15->v= 5,J=17",9.335e-11,42935.5,,MEUDON
25.857025,H I,15-33,32.39,157658.2,,CLOUDY
25.880571566,H2,"v= 7,J= 3->v= 7,J= 1",1.542e-10,35613.3,,MEUDON
25.8903,[O IV],2Po-2Po   1/2 - 3/2,0.000522,555.7,,CLOUDY
25.92,[Fe V],5D-5D      2 - 3,0.00266,1155.5,,CLOUDY
25.971151473,H2,"v=10,J=11->v= 9,J=13",5.974e-11,49540.9,,MEUDON
25.98839,[Fe II],a6D-a6D   9/2 - 7/2,0.00213,553.6,,CLOUDY
25.990571099,H2,"v= 1,J=28->v= 2,J=26",5.249e-11,47957.7,,MEUDON
26.0039334,H I,16-50,3.389,157740.0,,CLOUDY
26.035185,H I,14-25,159.0,157550.6,,CLOUDY
26.04126,OH,"v=1,J=23/2,p=+,F=F2->v=1,J=21/2,p=-,F=F2",23.37,8482.5,,OTHERS
26.097633,OH,"v=1,J=23/2,p=-,F=F2->v=1,J=21/2,p=+,F=F2",23.22,8475.1,,OTHERS
26.126832,H I,16-49,3.767,157737.4,,CLOUDY
26.13,[Fe III],3G-3G      5 - 4,0.0014,35884.4,,HII
26.140626091,H2,"v= 1,J=18->v= 0,J=20",1.791e-11,28193.6,,MEUDON
26.15754115,He I,3I-3Ho     6 - 6,3.56,284778.2,Mult  3,CLOUDY
26.1575443,He I,3I-3Ho     6 - 5,147.3,284778.2,Mult  3,CLOUDY
26.15754742,He I,3I-3Ho     7 - 6,147.9,284778.2,Mult  3,CLOUDY
26.168218,H I,12-17,1693.0,157257.1,,CLOUDY
26.200153373,H2,"v= 3,J=17->v= 2,J=19",5.197e-11,34992.4,,MEUDON
26.241375,OH,"v=1,J=21/2,p=+,F=F1->v=1,J=19/2,p=-,F=F1",22.82,8532.8,,OTHERS
26.2587719,H I,16-48,4.196,157734.6,,CLOUDY
26.284149,OH,"v=1,J=21/2,p=-,F=F1->v=1,J=19/2,p=+,F=F1",22.71,8528.9,,OTHERS
26.2916351,H I,15-32,38.38,157649.0,,CLOUDY
26.339892971,H2,"v=14,J= 2->v=13,J= 4",1.934e-12,51829.2,,MEUDON
26.4006951,H I,16-47,4.685,157731.7,,CLOUDY
26.5536733,H I,16-46,5.246,157728.5,,CLOUDY
26.6710457,He I,3G-3Fo     3 - 2,218.4,284929.8,Mult  3,CLOUDY
26.6710506,He I,3G-3Fo     3 - 4,0.1685,284929.8,Mult  3,CLOUDY
26.671053,He I,3G-3Fo     3 - 3,13.65,284929.8,Mult  3,CLOUDY
26.681889,H I,13-20,611.9,157408.6,,CLOUDY
26.7189313,H I,16-45,5.89,157725.2,,CLOUDY
26.7861312,H I,15-31,45.78,157638.9,,CLOUDY
26.8978743,H I,16-44,6.632,157721.6,,CLOUDY
27.087993,H I,14-24,202.4,157529.1,,CLOUDY
27.092122,H I,16-43,7.491,157717.7,,CLOUDY
27.3035506,H I,16-42,8.489,157713.6,,CLOUDY
27.352886,H I,15-30,55.01,157627.8,,CLOUDY
27.393494,OH,"v=0,J=21/2,p=-,F=F2->v=0,J=19/2,p=+,F=F2",19.75,2905.8,,OTHERS
27.454588,OH,"v=0,J=21/2,p=+,F=F2->v=0,J=19/2,p=-,F=F2",19.62,2899.2,,OTHERS
27.5343442,H I,16-41,9.653,157709.2,,CLOUDY
27.651588,OH,"v=0,J=19/2,p=-,F=F1->v=0,J=17/2,p=+,F=F1",19.2,2958.9,,OTHERS
27.696649,OH,"v=0,J=19/2,p=+,F=F1->v=0,J=17/2,p=-,F=F1",19.1,2955.7,,OTHERS
27.7870602,H I,16-40,11.02,157704.5,,CLOUDY
27.7917647623,8     He I,1I-1Ko     6 - 7,158900.0,283375.5,,CLOUDY
27.803379,H I,8-9,123300.0,155854.9,,CLOUDY
28.007846,H I,15-29,66.65,157615.5,,CLOUDY
28.038516667,H2,"v= 5,J=16->v= 4,J=18",5.652e-11,40945.9,,MEUDON
28.0647111,H I,16-39,12.62,157699.3,,CLOUDY
28.106060231,H2,"v= 8,J= 3->v= 8,J= 1",1.065e-10,39219.5,,MEUDON
28.216963688,H2,"v=12,J= 8->v=11,J=10",1.131e-11,51217.5,,MEUDON
28.218843793,H2,"v= 0,J= 2->v= 0,J= 0",2.943e-11,509.9,,MEUDON
28.234610003,H2,"v= 0,J=28->v= 1,J=26",1.764e-11,44598.5,,MEUDON
28.3708691,H I,16-38,14.52,157693.8,,CLOUDY
28.388954,H I,14-23,261.6,157504.8,,CLOUDY
28.490438,OH,"v=1,J=21/2,p=-,F=F2->v=1,J=19/2,p=+,F=F2",17.7,7930.0,,OTHERS
28.501965,HD,"v=0,J=4->v=0,J=3",4.367e-06,1270.7,,OTHERS
28.553262,OH,"v=1,J=21/2,p=+,F=F2->v=1,J=19/2,p=-,F=F2",17.59,7923.8,,OTHERS
28.695643238,H2,"v= 2,J=27->v= 3,J=25",4.397e-11,49189.9,,MEUDON
28.774998,OH,"v=1,J=19/2,p=-,F=F1->v=1,J=17/2,p=+,F=F1",17.19,7984.5,,OTHERS
28.821337,OH,"v=1,J=19/2,p=+,F=F1->v=1,J=17/2,p=-,F=F1",17.11,7981.6,,OTHERS
28.912155181,H2,"v=12,J= 5->v=12,J= 3",5.944e-11,50203.5,,MEUDON
